name_of_work,work_type,department,project_type,gis_id,works_aa_approval_id,road_no,latitude,longitude,polygon_area,polygon_centroid,geometry,length,width,area,gis_snap,measure_in
"Construction of 125 MLD Raw Water Pumping Station, WTP, Clear Water Pump with Pumping Station at Vadgaon Budruk Pune under AMRUT 2.0 with 7 years Maintenance and Repair.",New,Water Supply,WTP,9161,18519,1,73.82481216,18.46545351,6.181385297,"73.82481215767922,18.46545350945124","{""type"":""LineString"",""coordinates"":[[73.82314099237645,18.460169441189112],[73.81734174879632,18.465860293451097],[73.82449595621621,18.479084740320335],[73.83761200866603,18.467432052332214],[73.82314099237645,18.460006850076866],[73.82314124764383,18.46016767933783]]}",NULL,NULL,NULL,65a0f6e38e02c.png,linestring
"Construction of 125 MLD Raw Water Pumping Station, WTP, Clear Water Pump with Pumping Station at Vadgaon Budruk Pune under AMRUT 2.0 with 7 years Maintenance and Repair.",New,Water Supply,WTP,9160,18519,1,73.82481216,18.46545351,6.181385297,"73.82481215767922,18.46545350945124","{""type"":""LineString"",""coordinates"":[[73.82314099237645,18.460169441189112],[73.81734174879632,18.465860293451097],[73.82449595621621,18.479084740320335],[73.83761200866603,18.467432052332214],[73.82314099237645,18.460006850076866],[73.82314124764383,18.46016767933783]]}",NULL,NULL,NULL,65a0f6dd00ae5.png,linestring
"parvati jalkendra antargat yenarya takyasathi vaprnyat aalelya wireless ZIGBI modemcha data swargate yethe ekatra dene, purvine, basvine v chalu karun dene. ",New,Water Supply,WTP,9159,18492,1,73.84104921,18.49654069,NULL,NULL,"{""type"":""Point"",""coordinates"":[73.84104920577889,18.496540689982552]}",NULL,NULL,NULL,659f9801d86dc.png,point
"parvati jalkendra antargat yenarya takyasathi vaprnyat aalelya wireless ZIGBI modemcha data swargate yethe ekatra dene, purvine, basvine v chalu karun dene. ",New,Water Supply,WTP,9158,18492,1,73.84104921,18.49654069,NULL,NULL,"{""type"":""Point"",""coordinates"":[73.84104920577889,18.496540689982552]}",NULL,NULL,NULL,659f97f4bc6c0.png,point
PUNE MANAPA RAJIV GANDHI ACADEMI OF E-LARNING SHALEMADHYE VYAKTIMATVA VIKAS VARG SURU KARNE.,New,Education Department (Primary),Educational,9157,18479,1,73.85375922,18.49213971,NULL,NULL,"{""type"":""Point"",""coordinates"":[73.85375921658104,18.492139708487752]}",NULL,NULL,NULL,659e966829fa4.png,point
PUNE MANAPA RAJIV GANDHI ACADEMI OF E-LARNING SHALEMADHYE VYAKTIMATVA VIKAS VARG SURU KARNE.,New,Education Department (Primary),Educational,9156,18478,1,73.85379674,18.49207854,0,"73.85379673790572,18.492078542180224","{""type"":""LineString"",""coordinates"":[[73.85379673790572,18.492078542180224],[73.85379673790572,18.492078542180224]]}",NULL,NULL,NULL,659e9431b5530.png,linestring
to carry out horticulture works at S.No. 15 Kai Vitthalrao Tupe Udyan Hadapsar to enhance green area improvement.,New,Garden Horticulture,Development Of Horticulture,9155,18465,1,73.92506787,18.49024011,33.4740039,"73.92506786681493,18.490240107070974","{""type"":""LineString"",""coordinates"":[[73.93178308969003,18.483201613072776],[73.93222391394879,18.489593564824798],[73.92814628955526,18.49300995283019],[73.92825649561995,18.50160602587601],[73.91756650734501,18.520781881132073],[73.91701547702156,18.53841485148248],[73.93619133227763,18.536100524123988],[73.94004854454178,18.524198269137464],[73.93365659278976,18.522655384231804],[73.93244432607817,18.51009189285714],[73.94489761138814,18.50987148072776],[73.94456699319407,18.50425097142857],[73.95834275128033,18.50381014716981],[73.95668966030998,18.49367118921833],[73.9498568842992,18.49389160134771],[73.94026895667116,18.46722173369272],[73.93024020478437,18.46490740633423],[73.9255013440027,18.457303187870618],[73.91866856799192,18.46226246078167],[73.90379074925876,18.46358493355795],[73.90257848254717,18.46622987911051],[73.88968437297844,18.46457678814016],[73.89056602149596,18.477470897708894],[73.89376199737197,18.478462752291104],[73.89695797324798,18.481879140296495],[73.91040311314016,18.480887285714285],[73.9166848588275,18.475266776415094],[73.92241557419138,18.475597394609164],[73.92726464103774,18.483422025202156],[73.93156267756065,18.482981200943396]]}",NULL,NULL,NULL,659e70ae47030.png,linestring
to carry out horticulture works at S.No. 15 Kai Vitthalrao Tupe Udyan Hadapsar to enhance green area improvement.,New,Garden Horticulture,Development Of Horticulture,9154,18465,1,73.92506787,18.49024011,33.4740039,"73.92506786681493,18.490240107070974","{""type"":""LineString"",""coordinates"":[[73.93178308969003,18.483201613072776],[73.93222391394879,18.489593564824798],[73.92814628955526,18.49300995283019],[73.92825649561995,18.50160602587601],[73.91756650734501,18.520781881132073],[73.91701547702156,18.53841485148248],[73.93619133227763,18.536100524123988],[73.94004854454178,18.524198269137464],[73.93365659278976,18.522655384231804],[73.93244432607817,18.51009189285714],[73.94489761138814,18.50987148072776],[73.94456699319407,18.50425097142857],[73.95834275128033,18.50381014716981],[73.95668966030998,18.49367118921833],[73.9498568842992,18.49389160134771],[73.94026895667116,18.46722173369272],[73.93024020478437,18.46490740633423],[73.9255013440027,18.457303187870618],[73.91866856799192,18.46226246078167],[73.90379074925876,18.46358493355795],[73.90257848254717,18.46622987911051],[73.88968437297844,18.46457678814016],[73.89056602149596,18.477470897708894],[73.89376199737197,18.478462752291104],[73.89695797324798,18.481879140296495],[73.91040311314016,18.480887285714285],[73.9166848588275,18.475266776415094],[73.92241557419138,18.475597394609164],[73.92726464103774,18.483422025202156],[73.93156267756065,18.482981200943396]]}",NULL,NULL,NULL,659e70a85ba65.png,linestring
to carry out horticulture works at S.No. 15 Kai Vitthalrao Tupe Udyan Hadapsar to enhance green area improvement.,New,Garden Horticulture,Development Of Horticulture,9153,18465,1,73.92506787,18.49024011,33.4740039,"73.92506786681493,18.490240107070974","{""type"":""LineString"",""coordinates"":[[73.93178308969003,18.483201613072776],[73.93222391394879,18.489593564824798],[73.92814628955526,18.49300995283019],[73.92825649561995,18.50160602587601],[73.91756650734501,18.520781881132073],[73.91701547702156,18.53841485148248],[73.93619133227763,18.536100524123988],[73.94004854454178,18.524198269137464],[73.93365659278976,18.522655384231804],[73.93244432607817,18.51009189285714],[73.94489761138814,18.50987148072776],[73.94456699319407,18.50425097142857],[73.95834275128033,18.50381014716981],[73.95668966030998,18.49367118921833],[73.9498568842992,18.49389160134771],[73.94026895667116,18.46722173369272],[73.93024020478437,18.46490740633423],[73.9255013440027,18.457303187870618],[73.91866856799192,18.46226246078167],[73.90379074925876,18.46358493355795],[73.90257848254717,18.46622987911051],[73.88968437297844,18.46457678814016],[73.89056602149596,18.477470897708894],[73.89376199737197,18.478462752291104],[73.89695797324798,18.481879140296495],[73.91040311314016,18.480887285714285],[73.9166848588275,18.475266776415094],[73.92241557419138,18.475597394609164],[73.92726464103774,18.483422025202156],[73.93156267756065,18.482981200943396]]}",NULL,NULL,NULL,659e707e510a7.png,linestring
to carry out horticulture works at S.No. 15 Kai Vitthalrao Tupe Udyan Hadapsar to enhance green area improvement.,New,Garden Horticulture,Development Of Horticulture,9152,18465,1,73.92506787,18.49024011,33.4740039,"73.92506786681493,18.490240107070974","{""type"":""LineString"",""coordinates"":[[73.93178308969003,18.483201613072776],[73.93222391394879,18.489593564824798],[73.92814628955526,18.49300995283019],[73.92825649561995,18.50160602587601],[73.91756650734501,18.520781881132073],[73.91701547702156,18.53841485148248],[73.93619133227763,18.536100524123988],[73.94004854454178,18.524198269137464],[73.93365659278976,18.522655384231804],[73.93244432607817,18.51009189285714],[73.94489761138814,18.50987148072776],[73.94456699319407,18.50425097142857],[73.95834275128033,18.50381014716981],[73.95668966030998,18.49367118921833],[73.9498568842992,18.49389160134771],[73.94026895667116,18.46722173369272],[73.93024020478437,18.46490740633423],[73.9255013440027,18.457303187870618],[73.91866856799192,18.46226246078167],[73.90379074925876,18.46358493355795],[73.90257848254717,18.46622987911051],[73.88968437297844,18.46457678814016],[73.89056602149596,18.477470897708894],[73.89376199737197,18.478462752291104],[73.89695797324798,18.481879140296495],[73.91040311314016,18.480887285714285],[73.9166848588275,18.475266776415094],[73.92241557419138,18.475597394609164],[73.92726464103774,18.483422025202156],[73.93156267756065,18.482981200943396]]}",NULL,NULL,NULL,659e707859901.png,linestring
"G-20 ANUSHANGANE SHAHARATIL RASTYANVARIL PUL, ADDANPUL V BHUYARI MARG YANCHI AAKARSHAK RANGRANGOTI KARANE- BHAG 10",Maintenance Work,Project Work,Bridges,9151,12117,1,73.82866402,18.4880037,0.013407129,"73.82866402229182,18.488003697725077","{""type"":""LineString"",""coordinates"":[[73.82866582683582,18.487934764144054],[73.82866582683582,18.488021382256335],[73.8286604132038,18.48805494677484]]}",NULL,NULL,NULL,659e62a248d3c.png,linestring
"G-20 ANUSHANGANE SHAHARATIL RASTYANVARIL PUL, ADDANPUL V BHUYARI MARG YANCHI AAKARSHAK RANGRANGOTI KARANE- BHAG 10",Maintenance Work,Project Work,Bridges,9150,12117,1,73.8282539,18.48816962,0.215655268,"73.82825389865414,18.488169617343942","{""type"":""LineString"",""coordinates"":[[73.82866449803524,18.487930433238443],[73.82781938086248,18.488233399772074],[73.82786721768358,18.48845663827054],[73.82866449803524,18.48805799809471]]}",NULL,NULL,NULL,659e62a24143e.png,linestring
"G-20 ANUSHANGANE SHAHARATIL RASTYANVARIL PUL, ADDANPUL V BHUYARI MARG YANCHI AAKARSHAK RANGRANGOTI KARANE- BHAG 10",Maintenance Work,Project Work,Bridges,9149,12117,1,73.8282818,18.48824935,0.096893353,"73.82828180346644,18.488249345379106","{""type"":""LineString"",""coordinates"":[[73.82786721768358,18.488424747056474],[73.8283136946805,18.488297182200206],[73.82866449803524,18.488026106880643]]}",NULL,NULL,NULL,659e62a1cecec.png,linestring
"G-20 ANUSHANGANE SHAHARATIL RASTYANVARIL PUL, ADDANPUL V BHUYARI MARG YANCHI AAKARSHAK RANGRANGOTI KARANE- BHAG 10",Maintenance Work,Project Work,Bridges,9148,12117,1,73.82866402,18.4880037,0.013407129,"73.82866402229182,18.488003697725077","{""type"":""LineString"",""coordinates"":[[73.82866582683582,18.487934764144054],[73.82866582683582,18.488021382256335],[73.8286604132038,18.48805494677484]]}",NULL,NULL,NULL,659e62a0a302d.png,linestring
"G-20 ANUSHANGANE SHAHARATIL RASTYANVARIL PUL, ADDANPUL V BHUYARI MARG YANCHI AAKARSHAK RANGRANGOTI KARANE- BHAG 10",Maintenance Work,Project Work,Bridges,9147,12117,1,73.8282539,18.48816962,0.215655268,"73.82825389865414,18.488169617343942","{""type"":""LineString"",""coordinates"":[[73.82866449803524,18.487930433238443],[73.82781938086248,18.488233399772074],[73.82786721768358,18.48845663827054],[73.82866449803524,18.48805799809471]]}",NULL,NULL,NULL,659e62a0915b6.png,linestring
"G-20 ANUSHANGANE SHAHARATIL RASTYANVARIL PUL, ADDANPUL V BHUYARI MARG YANCHI AAKARSHAK RANGRANGOTI KARANE- BHAG 10",Maintenance Work,Project Work,Bridges,9146,12117,1,73.8282818,18.48824935,0.096893353,"73.82828180346644,18.488249345379106","{""type"":""LineString"",""coordinates"":[[73.82786721768358,18.488424747056474],[73.8283136946805,18.488297182200206],[73.82866449803524,18.488026106880643]]}",NULL,NULL,NULL,659e62a07fde8.png,linestring
"G-20 ANUSHANGANE SHAHARATIL RASTYANVARIL PUL, ADDANPUL V BHUYARI MARG YANCHI AAKARSHAK RANGRANGOTI KARANE- BHAG 10",Maintenance Work,Project Work,Bridges,9145,12117,1,73.8282539,18.48816962,0.215655268,"73.82825389865414,18.488169617343942","{""type"":""LineString"",""coordinates"":[[73.82866449803524,18.487930433238443],[73.82781938086248,18.488233399772074],[73.82786721768358,18.48845663827054],[73.82866449803524,18.48805799809471]]}",NULL,NULL,NULL,659e629755515.png,linestring
"G-20 ANUSHANGANE SHAHARATIL RASTYANVARIL PUL, ADDANPUL V BHUYARI MARG YANCHI AAKARSHAK RANGRANGOTI KARANE- BHAG 10",Maintenance Work,Project Work,Bridges,9144,12117,1,73.8282818,18.48824935,0.096893353,"73.82828180346644,18.488249345379106","{""type"":""LineString"",""coordinates"":[[73.82786721768358,18.488424747056474],[73.8283136946805,18.488297182200206],[73.82866449803524,18.488026106880643]]}",NULL,NULL,NULL,659e6297411c7.png,linestring
prabhag kra 19 madhe UTWT raste vishayak kame(concreting)karane,New,Road,Concrete Road,9143,14032,1,73.86084468,18.51057434,0.358116387,"73.86084468111784,18.510574340108406","{""type"":""LineString"",""coordinates"":[[73.85971139815203,18.510579086770537],[73.8597149582844,18.510579086770534],[73.86310768691709,18.510564846784153]]}",NULL,NULL,NULL,659e4c8eacfde.png,linestring
prabhag kra 19 madhe UTWT raste vishayak kame(concreting)karane,New,Road,Concrete Road,9142,14032,1,73.86084468,18.51057434,0.358116387,"73.86084468111784,18.510574340108406","{""type"":""LineString"",""coordinates"":[[73.85971139815203,18.510579086770537],[73.8597149582844,18.510579086770534],[73.86310768691709,18.510564846784153]]}",NULL,NULL,NULL,659e4c8b9f013.png,linestring
Pune Mahanagarpalikechya Vividh Jalkendranmadhe 900 KG kantenarsmadhe Dravrup Clorine Vayu puravine (IS 646:1986) ( Make - SRAAC/ GACL/ Grasim / NRC/ HOC/ Meghmani Finecame Ltd. (MFL)/ DCM Shriram/ The Andhra Sugars Ltd.),New,Water Supply,WTP,9141,18451,1,73.84110765,18.49659104,NULL,NULL,"{""type"":""Point"",""coordinates"":[73.84110764997816,18.496591036862156]}",NULL,NULL,NULL,659e36082b2d9.png,point
Kothrud Bavdhan Yethil Agnishamak Kendrachi R.C.C. Kaman V Gate Ubharne V Tadnushangik Kame Karne.,Maintenance Work,Building,Services,9140,18449,1,73.77827982,18.52146627,NULL,NULL,"{""type"":""Point"",""coordinates"":[73.77827981748634,18.521466273770493]}",NULL,NULL,NULL,659e2e677d166.png,point
Pune Shaharamadhe Aadarsh Shala Yojneantargat Kai. Yashwantrao Chavan 18 Ji Jay Bhavani Nagar Kothrud Ya Shalemadhe Vivdh Vikas Kame Karne.,New,Building,Educational,9139,18444,1,73.7778483,18.52157951,NULL,NULL,"{""type"":""Point"",""coordinates"":[73.77784829954584,18.521579505101204]}",NULL,NULL,NULL,659d2fda3487a.png,point
Pune Shaharamadhe Aadarsh Shala Yojneantargat Kai. Yashwantrao Chavan 18 Ji Jay Bhavani Nagar Kothrud Ya Shalemadhe Vivdh Vikas Kame Karne.,New,Building,Educational,9138,18444,1,73.7778483,18.52157951,NULL,NULL,"{""type"":""Point"",""coordinates"":[73.77784829954584,18.521579505101204]}",NULL,NULL,NULL,659d2fda337f6.png,point
parvati jalkendra akhatyaritil (Sinhagad Road/Satara Road)bahya pamping yethe HDPE automatic portable fire extinguisher puravine v basvine.,New,Water Supply,WTP,9137,18441,1,73.84115995,18.49662069,NULL,NULL,"{""type"":""Point"",""coordinates"":[73.8411599490162,18.49662068842514]}",NULL,NULL,NULL,659d1860ddfcc.png,point
"BharatRatn Atalbihari vajpeyi vaidyakiy mahavidyalyakrita skill lab, pathalogy labsathi furniture purvine v basvine.",Maintenance Work,Building,Services,9135,18440,1,73.86901493,18.53141845,2343.874169,"73.86901493355998,18.531418446227406","{""type"":""Polygon"",""coordinates"":[[[73.8687509431841,18.531624416740463],[73.8687799531155,18.53122407968692],[73.86927312194959,18.53121247571435],[73.86925571599073,18.531612812767897],[73.8687509431841,18.531624416740463]]]}",NULL,NULL,NULL,659d04f47d0ff.png,polygon
"BharatRatn Atalbihari vajpeyi vaidyakiy mahavidyalyakrita skill lab, pathalogy labsathi furniture purvine v basvine.",Maintenance Work,Building,Services,9134,18440,1,73.86901493,18.53141845,2343.874169,"73.86901493355998,18.531418446227406","{""type"":""Polygon"",""coordinates"":[[[73.8687509431841,18.531624416740463],[73.8687799531155,18.53122407968692],[73.86927312194959,18.53121247571435],[73.86925571599073,18.531612812767897],[73.8687509431841,18.531624416740463]]]}",NULL,NULL,NULL,659d04f33a17b.png,polygon
"BharatRatn Atalbihari vajpeyi vaidyakiy mahavidyalyakrita skill lab, pathalogy labsathi furniture purvine v basvine.",Maintenance Work,Building,Services,9133,18440,1,73.86901493,18.53141845,2343.874169,"73.86901493355998,18.531418446227406","{""type"":""Polygon"",""coordinates"":[[[73.8687509431841,18.531624416740463],[73.8687799531155,18.53122407968692],[73.86927312194959,18.53121247571435],[73.86925571599073,18.531612812767897],[73.8687509431841,18.531624416740463]]]}",NULL,NULL,NULL,659d04f263809.png,polygon
"पुणे मनपाचे परिमंडळ क्र. ४ अंतर्गत पुणे पेठ कोंढवा बु.स.न. ६६/५/१ ते ४+१३+५ ते ९+२४+२८ (कै. विठ्ठलराव गेणोजी टिळेकर) जलतरण तलाव, पिराजी कोयाजी डांगमाळी जलतरण तलाव डांगमाळी मळा ससाणेनगर, हडपसर, कै. बापूसाहेब केदारी जलतरण तलाव वानवडी, वि. दा. सावरकर जलतरण तलाव येथे विद्युत विषयक व इतर तदनुषंगिक कामे करणे.",New,Electrical,Maintenance of Wiring ,9132,18438,1,73.89371637,18.4862085,NULL,NULL,"{""type"":""Point"",""coordinates"":[73.89371637455946,18.486208503303967]}",NULL,NULL,NULL,659cfdd067ef2.png,point
